Country,ISO2,ISO3,OMNIARegion,ZijieRegion,Metric,Unit,OMNIA2019_kt,BGSRecordPresent,BGS_Country,EstimatedYears,BGSNotes,AlignmentFactor_vs_old_2025,HistoricalSource2019,HistoricalSource2020_2024,ProjectionMethod2025_2050,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Angola,AO,AGO,AFZ,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mozambique,MZ,MOZ,AFZ,Rest of World,Primary aluminium ingot production,kt,565.0,True,Mozambique,,Years ended 30 June of the stated year,1.2430286032730973,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,565.0,569.002,562.633,576.22,541.601,492.936,531.0733714056046,569.2107428112093,607.8863445930793,647.1573426309396,687.8838808413516,730.0428659467225,773.6732127340745,818.7234776728402,864.97246443477,911.9267117136735,958.9173315239011,1005.5251089845947,1051.4004160230102,1096.6173346380135,1141.9660661056207,1187.9495878072612,1234.3334838515214,1281.5173187691016,1330.0701609248642,1379.3382687007686,1428.5233345277934,1477.602032202206,1526.0627994864528,1573.679103351509,1620.4924472873815,1665.4140001613255
Zimbabwe,ZW,ZWE,AFZ,Other main producer,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zambia,ZM,ZMB,AFZ,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Botswana,BW,BWA,AFZ,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,,NAM,AFZ,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,ZA,ZAF,AFZ,Other main producer,Primary aluminium ingot production,kt,717.0,True,South Africa,,,0.6019761856719866,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,717.0,717.0,714.0,718.0,720.0,723.0,692.1928814773945,661.3857629547891,651.7948279360478,639.9582432911301,630.2754368639461,622.4207972325976,616.6279577750108,613.4024768383164,612.1228924271659,612.6002495374086,614.6425887123676,617.5518766568675,620.8546217722047,624.8064909358719,629.4607645381901,634.7827489894862,640.7954070307516,646.8406512414585,652.8933888385567,659.3605342149887,666.2233851388512,673.3924461214907,680.2417549056983,686.5381441618808,692.5124069554804,699.0643675987246
Eswatini,SZ,SWZ,AFZ,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lesotho,LS,LSO,AFZ,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nigeria,NG,NGA,NIG,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russian Federation,RU,RUS,RUS,Other main producer,Primary aluminium ingot production,kt,3637.0,True,Russia,,,0.686437335073683,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,3637.0,3936.0,3937.0,4014.0,4026.0,4182.0,4003.8044679646805,3825.608935929361,3770.1327391819527,3701.6671831860385,3645.6595808644847,3600.226520092286,3566.719390615623,3548.062459388436,3540.6610458235236,3543.4221902703216,3555.2355546267236,3572.0635521148274,3591.167397304786,3614.0259268240893,3640.947326830859,3671.7309215408454,3706.509532783683,3741.476630002461,3776.4870707093282,3813.894542305785,3853.590866736757,3895.058381300241,3934.676374848728,3971.0961533678915,4005.652677576513,4043.550740384324
Kazakhstan,KZ,KAZ,ASC,Other main producer,Primary aluminium ingot production,kt,260.0,True,Kazakhstan,,,0.6073128880521462,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,260.0,264.6,262.361,249.141,260.877,264.5,253.22962261517407,241.95924523034816,238.4505283389829,234.12027019433458,230.5779433617064,227.70442720335,225.585193404551,224.40519380876165,223.93707475378335,224.11170954722624,224.85887235742908,225.9231969235705,227.13146259854517,228.57720173241788,230.27990625221477,232.22688396641644,234.42653549050314,236.6381082342542,238.85242233443742,241.21834204683887,243.72902540695176,246.35173167238491,248.85746081958118,251.1609116608817,253.34651679076703,255.74346504821943
Uzbekistan,UZ,UZB,ASC,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,TM,TKM,ASC,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,AZ,AZE,ASC,Other main producer,Primary aluminium ingot production,kt,50.0,True,Azerbaijan,,,0.19407837117389676,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,50.0,31.492,24.9,33.529,28.23,16.255,15.56237245977185,14.869744919543702,14.654114700000632,14.387996189069597,14.17030045120808,13.993706858943115,13.863468123973446,13.79095056847418,13.762182042051977,13.772914323970367,13.818831645255235,13.884240325113945,13.958494988806622,14.047343720833469,14.151984408808131,14.271637046782983,14.406817899425816,14.542731377496414,14.678813327207108,14.824212287226334,14.978507780680532,15.139687706369061,15.293678735812067,15.435238635340763,15.569556258729367,15.716862095874506
Mongolia,MN,MNG,ASC,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,GE,GEO,ASC,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyrgyzstan,KG,KGZ,ASC,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,AM,ARM,ASC,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tajikistan,TJ,TJK,ASC,Rest of World,Primary aluminium ingot production,kt,100.0,True,Tajikistan,2022,,1.171145491946469,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,100.0,84.0,61.0,62.0,66.649,82.2,88.55963275058161,94.91926550116325,101.36865135748074,107.91732306884309,114.70871473205266,121.73897540617969,129.0145943626372,136.5269930877588,144.23928578261297,152.06918484927854,159.9051492511496,167.67727242184318,175.32725180772238,182.86744102123748,190.4296108092775,198.09763563171867,205.83242524910952,213.70060941546197,221.79708365391014,230.0128326744307,238.21473395772398,246.39889772104559,254.48001792887197,262.42031885578257,270.2267214547584,277.71765668009834
Afghanistan,AF,AFG,ASC,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thailand,TH,THA,ASE,Other Asia,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malaysia,MY,MYS,ASE,Other Asia,Primary aluminium ingot production,kt,760.0,True,Malaysia,2020;2023;2024,,1.1379911144809571,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,760.0,800.0,901.0,928.0,1000.0,1000.0,1063.0016003289293,1126.0032006578585,1182.4824791395085,1239.9559996031815,1297.3361282938124,1354.9971137240984,1411.9037279137278,1467.0000171343515,1520.2211659505285,1571.2138293946898,1619.577424763489,1665.154321848213,1707.1415843961984,1745.512934343581,1780.4547935481198,1810.997492167409,1837.7284746527714,1859.931073084722,1876.5708336752782,1888.4609865308012,1895.6052801656406,1897.1533185926396,1892.510629377508,1882.8307942752433,1869.1927670699104,1851.84877954587
Singapore,SG,SGP,ASE,Other Asia,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Myanmar,MM,MMR,ASE,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,KH,KHM,ASE,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brunei Darussalam,BN,BRN,ASE,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lao People's Democratic Republic,LA,LAO,ASE,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Democratic People's Republic of Korea,KP,PRK,ASE,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cook Islands,CK,COK,ASE,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timor-Leste,TL,TLS,ASE,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fiji,FJ,FJI,ASE,Other main producer,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
French Polynesia,PF,PYF,ASE,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kiribati,KI,KIR,ASE,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Caledonia,NC,NCL,ASE,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Palau,PW,PLW,ASE,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua New Guinea,PG,PNG,ASE,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
American Samoa,AS,ASM,ASE,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solomon Islands,SB,SLB,ASE,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tonga,TO,TON,ASE,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vanuatu,VU,VUT,ASE,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niue,NU,NIU,ASE,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samoa,WS,WSM,ASE,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wallis and Futuna Islands,WF,WLF,ASE,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value rebased to a synthetic Zijie 2024 regional value linearly back-extrapolated from Zijie 2025-2026; Zijie regional trajectory applied from 2025 onward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
